timestamps,values
2019/08/26 09:12:00,0.554690909090909
2019/08/26 09:23:00,0.4454000000000001
2019/08/26 09:34:00,0.6260454545454546
2019/08/26 09:45:00,0.49749090909090915
2019/08/26 09:56:00,0.4598636363636363
2019/08/26 10:07:00,0.5157636363636364
2019/08/26 10:18:00,0.5498181818181819
2019/08/26 10:29:00,0.4951727272727272
2019/08/26 10:40:00,0.6604545454545455
2019/08/26 10:51:00,0.4345272727272728
2019/08/26 11:02:00,0.5645090909090911
2019/08/26 11:13:00,0.4441636363636363
2019/08/26 11:24:00,0.49450909090909084
2019/08/26 11:35:00,0.3982727272727273
2019/08/26 11:46:00,0.5403363636363636
2019/08/26 11:57:00,0.5076181818181817
2019/08/26 12:08:00,0.48553636363636365
2019/08/26 12:19:00,0.3772363636363636
2019/08/26 12:30:00,0.5929000000000001
2019/08/26 12:41:00,0.4134272727272728
2019/08/26 12:52:00,0.4949727272727272
2019/08/26 13:03:00,0.5084727272727272
2019/08/26 13:14:00,0.4391454545454545
2019/08/26 13:25:00,0.5168363636363636
2019/08/26 13:36:00,0.4748636363636363
2019/08/26 13:47:00,0.4443454545454546
2019/08/26 13:58:00,0.4833636363636364
2019/08/26 14:09:00,0.556990909090909
2019/08/26 14:20:00,0.6302909090909091
2019/08/26 14:31:00,0.5588636363636365
2019/08/26 14:42:00,0.5250363636363636
2019/08/26 14:53:00,0.5542909090909091
2019/08/26 15:04:00,0.6086636363636363
2019/08/26 15:15:00,0.5429454545454546
2019/08/26 15:26:00,0.43353636363636366
2019/08/26 15:37:00,0.518290909090909
2019/08/26 15:48:00,0.6147181818181818
2019/08/26 15:59:00,0.5521909090909092
2019/08/26 16:10:00,0.4604454545454546
2019/08/26 16:21:00,0.5805181818181818
2019/08/26 16:32:00,0.3432454545454546
2019/08/26 16:43:00,0.48405454545454546
2019/08/26 16:54:00,0.43062727272727275
2019/08/26 17:05:00,0.2777
2019/08/26 17:16:00,0.6322727272727272
2019/08/26 17:27:00,0.43314545454545444
2019/08/26 17:38:00,0.5528545454545455
2019/08/26 17:49:00,0.4171999999999999
2019/08/26 18:00:00,0.5867454545454545
2019/08/26 18:11:00,0.4687181818181818
2019/08/26 18:22:00,0.6210181818181818
2019/08/26 18:33:00,0.38551818181818176
2019/08/26 18:44:00,0.4540454545454546
2019/08/26 18:55:00,0.46700909090909093
2019/08/26 19:06:00,0.6765818181818182
2019/08/26 19:17:00,0.6238
2019/08/26 19:28:00,0.5135
2019/08/26 19:39:00,0.47474545454545447
2019/08/26 19:50:00,0.5591272727272728
2019/08/26 20:01:00,0.5402272727272727
2019/08/26 20:12:00,0.610790909090909
2019/08/26 20:23:00,0.3809090909090909
2019/08/26 20:34:00,0.3816181818181818
2019/08/26 20:45:00,0.5475636363636364
2019/08/26 20:56:00,0.5190545454545454
2019/08/26 21:07:00,0.5265545454545455
2019/08/26 21:18:00,0.4168363636363636
2019/08/26 21:29:00,0.6855090909090908
2019/08/26 21:40:00,0.5907727272727273
2019/08/26 21:51:00,0.4473545454545454
2019/08/26 22:02:00,0.6047363636363636
2019/08/26 22:13:00,0.38267272727272733
2019/08/26 22:24:00,0.49828181818181816
2019/08/26 22:35:00,0.5366454545454545
2019/08/26 22:46:00,0.5751818181818181
2019/08/26 22:57:00,0.5656272727272728
2019/08/26 23:08:00,0.5980909090909091
2019/08/26 23:19:00,0.5348636363636363
2019/08/26 23:30:00,0.4738
2019/08/26 23:41:00,0.581090909090909
2019/08/26 23:52:00,0.5183545454545455
2019/08/27 00:03:00,0.4463
2019/08/27 00:14:00,0.5409363636363637
2019/08/27 00:25:00,0.5406909090909092
2019/08/27 00:36:00,0.5672636363636364
2019/08/27 00:47:00,0.5254090909090908
2019/08/27 00:58:00,0.5700363636363637
2019/08/27 01:09:00,0.45658181818181814
2019/08/27 01:20:00,0.5532818181818182
2019/08/27 01:31:00,0.5605
2019/08/27 01:42:00,0.34956363636363635
2019/08/27 01:53:00,0.4873636363636363
2019/08/27 02:04:00,0.659409090909091
2019/08/27 02:15:00,0.5578272727272728
2019/08/27 02:26:00,0.4075363636363637
2019/08/27 02:37:00,0.5252272727272728
2019/08/27 02:48:00,0.4656181818181819
2019/08/27 02:59:00,0.4578272727272727
2019/08/27 03:10:00,0.3708727272727272
2019/08/27 03:21:00,0.402990909090909
2019/08/27 03:32:00,0.35887272727272723
2019/08/27 03:43:00,0.3712818181818182
2019/08/27 03:54:00,0.518590909090909
2019/08/27 04:05:00,0.5862909090909091
2019/08/27 04:16:00,0.36634545454545453
2019/08/27 04:27:00,0.6769
2019/08/27 04:38:00,0.5282363636363636
2019/08/27 04:49:00,0.6531909090909092
2019/08/27 05:00:00,0.39391818181818183
2019/08/27 05:11:00,0.3860181818181818
2019/08/27 05:22:00,0.41746363636363637
2019/08/27 05:33:00,0.4081454545454546
2019/08/27 05:44:00,0.46896363636363636
2019/08/27 05:55:00,0.5872090909090909
2019/08/27 06:06:00,0.32436363636363635
2019/08/27 06:17:00,0.5621636363636364
2019/08/27 06:28:00,0.4144545454545456
2019/08/27 06:39:00,0.5902727272727273
2019/08/27 06:50:00,0.530390909090909
2019/08/27 07:01:00,0.4483545454545455
2019/08/27 07:12:00,0.4742363636363637
2019/08/27 07:23:00,0.5012636363636364
2019/08/27 07:34:00,0.5704090909090909
2019/08/27 07:45:00,0.5561636363636363
2019/08/27 07:56:00,0.3996
2019/08/27 08:07:00,0.4590636363636364
2019/08/27 08:18:00,0.6115272727272727
2019/08/27 08:29:00,0.48035454545454537
2019/08/27 08:40:00,0.5250636363636363
2019/08/27 08:51:00,0.5199818181818182
2019/08/27 09:02:00,0.3578909090909091
2019/08/27 09:13:00,0.5363545454545455
2019/08/27 09:24:00,0.47832727272727277
2019/08/27 09:35:00,0.4188818181818182
2019/08/27 09:46:00,0.43354545454545446
2019/08/27 09:57:00,0.7172000000000002
2019/08/27 10:08:00,0.4031636363636364
2019/08/27 10:19:00,0.448309090909091
2019/08/27 10:30:00,0.626090909090909
2019/08/27 10:41:00,0.48486363636363633
2019/08/27 10:52:00,0.45920909090909084
