timestamps,values
2019/03/30 18:54:00,2.7417
2019/03/30 18:57:00,5.777233333333332
2019/03/30 19:00:00,4.573333333333333
2019/03/30 19:03:00,4.522766666666667
2019/03/30 19:06:00,7.9389
2019/03/30 19:09:00,4.3339
2019/03/30 19:12:00,4.704999999999999
2019/03/30 19:15:00,7.4511
2019/03/30 19:18:00,4.513366666666666
2019/03/30 19:21:00,7.359999999999999
2019/03/30 19:24:00,3.9922333333333335
2019/03/30 19:27:00,5.421666666666667
2019/03/30 19:30:00,7.022200000000001
2019/03/30 19:33:00,4.7983
2019/03/30 19:36:00,7.759433333333334
2019/03/30 19:39:00,4.650566666666666
2019/03/30 19:42:00,4.530833333333334
2019/03/30 19:45:00,7.583166666666666
2019/03/30 19:48:00,4.3194333333333335
2019/03/30 19:51:00,6.840566666666667
2019/03/30 19:54:00,4.830000000000001
2019/03/30 19:57:00,4.9816666666666665
2019/03/30 20:00:00,4.751666666666666
2019/03/30 20:03:00,7.840566666666667
2019/03/30 20:06:00,5.071666666666666
2019/03/30 20:09:00,4.672233333333334
2019/03/30 20:12:00,7.648333333333333
2019/03/30 20:15:00,4.4639
2019/03/30 20:18:00,7.435533333333335
2019/03/30 20:21:00,4.641666666666667
2019/03/30 20:24:00,5.038866666666666
2019/03/30 20:27:00,7.621100000000001
2019/03/30 20:30:00,4.246099999999999
2019/03/30 20:33:00,6.738333333333334
2019/03/30 20:36:00,5.126666666666666
2019/03/30 20:39:00,4.5944666666666665
2019/03/30 20:42:00,4.9611
2019/03/30 20:45:00,6.329433333333334
2019/03/30 20:48:00,4.536133333333333
2019/03/30 20:51:00,7.787766666666667
2019/03/30 20:54:00,4.6049999999999995
2019/03/30 20:57:00,4.355033333333334
2019/03/30 21:00:00,4.906666666666667
2019/03/30 21:03:00,7.859433333333333
2019/03/30 21:06:00,4.665566666666667
2019/03/30 21:09:00,7.706133333333334
2019/03/30 21:12:00,4.637166666666666
2019/03/30 21:15:00,4.4089
2019/03/30 21:18:00,7.285033333333334
2019/03/30 21:21:00,4.3511
2019/03/30 21:24:00,5.994433333333333
2019/03/30 21:27:00,5.386133333333333
2019/03/30 21:30:00,4.862233333333333
2019/03/30 21:33:00,7.878900000000001
2019/03/30 21:36:00,4.425566666666666
2019/03/30 21:39:00,5.5959666666666665
2019/03/30 21:42:00,6.2589
2019/03/30 21:45:00,3.9661000000000004
2019/03/30 21:48:00,7.657766666666667
2019/03/30 21:51:00,4.681633333333333
2019/03/30 21:54:00,4.291666666666667
2019/03/30 21:57:00,4.629466666666667
2019/03/30 22:00:00,5.415033333333334
2019/03/30 22:03:00,7.451666666666667
2019/03/30 22:06:00,4.305000000000001
2019/03/30 22:09:00,7.748333333333334
2019/03/30 22:12:00,4.578366666666667
2019/03/30 22:15:00,4.710833333333333
2019/03/30 22:18:00,7.860033333333334
2019/03/30 22:21:00,4.616666666666667
2019/03/30 22:24:00,6.234466666666667
2019/03/30 22:27:00,5.88
2019/03/30 22:30:00,4.773833333333333
2019/03/30 22:33:00,6.428366666666666
2019/03/30 22:36:00,6.274466666666666
2019/03/30 22:39:00,4.872733333333334
2019/03/30 22:42:00,8.1611
2019/03/30 22:45:00,5.272766666666667
2019/03/30 22:48:00,4.8055666666666665
2019/03/30 22:51:00,8.421666666666667
2019/03/30 22:54:00,4.799300000000001
2019/03/30 22:57:00,4.657233333333333
2019/03/30 23:00:00,5.1127666666666665
2019/03/30 23:03:00,5.1758
2019/03/30 23:06:00,7.961500000000001
2019/03/30 23:09:00,5.2911
2019/03/30 23:12:00,4.8449
2019/03/30 23:15:00,8.805566666666666
2019/03/30 23:18:00,4.706933333333333
2019/03/30 23:21:00,6.062
2019/03/30 23:24:00,6.863933333333333
2019/03/30 23:27:00,4.267733333333333
2019/03/30 23:30:00,7.9821333333333335
2019/03/30 23:33:00,5.072433333333334
2019/03/30 23:36:00,5.446566666666667
2019/03/30 23:39:00,8.338666666666667
2019/03/30 23:42:00,5.264433333333333
2019/03/30 23:45:00,6.287733333333333
2019/03/30 23:48:00,6.8678
2019/03/30 23:51:00,4.726633333333333
2019/03/30 23:54:00,8.107866666666666
2019/03/30 23:57:00,5.2256
2019/03/31 00:00:00,4.890633333333334
2019/03/31 00:03:00,4.281633333333334
2019/03/31 00:06:00,8.3522
2019/03/31 00:09:00,4.733333333333333
2019/03/31 00:12:00,7.6115666666666675
2019/03/31 00:15:00,6.393866666666667
2019/03/31 00:18:00,4.859633333333334
2019/03/31 00:21:00,7.9753
2019/03/31 00:24:00,4.801233333333333
2019/03/31 00:27:00,6.425999999999999
2019/03/31 00:30:00,6.159400000000001
2019/03/31 00:33:00,4.343766666666666
2019/03/31 00:36:00,8.304433333333334
2019/03/31 00:39:00,4.770333333333333
2019/03/31 00:42:00,6.704866666666668
2019/03/31 00:45:00,6.533633333333333
2019/03/31 00:48:00,5.151766666666666
2019/03/31 00:51:00,7.251533333333334
2019/03/31 00:54:00,5.8790000000000004
2019/03/31 00:57:00,5.2998666666666665
2019/03/31 01:00:00,5.1917
2019/03/31 01:03:00,4.896066666666667
2019/03/31 01:06:00,7.8175333333333334
2019/03/31 01:09:00,4.961
2019/03/31 01:12:00,7.023333333333333
2019/03/31 01:15:00,6.177766666666666
2019/03/31 01:18:00,4.667233333333333
2019/03/31 01:21:00,8.413366666666667
2019/03/31 01:24:00,4.493333333333333
2019/03/31 01:27:00,4.9311
2019/03/31 01:30:00,7.965
2019/03/31 01:33:00,4.457766666666667
2019/03/31 01:36:00,6.918333333333334
2019/03/31 01:39:00,6.0839
2019/03/31 01:42:00,5.056100000000001
2019/03/31 01:45:00,8.098333333333334
2019/03/31 01:48:00,5.585033333333333
2019/03/31 01:51:00,4.684433333333334
2019/03/31 01:54:00,8.2128
2019/03/31 01:57:00,4.4878
2019/03/31 02:00:00,3.5005333333333333
2019/03/31 02:03:00,5.145
2019/03/31 02:06:00,5.327233333333333
2019/03/31 02:09:00,7.420566666666666
2019/03/31 02:12:00,4.955533333333333
2019/03/31 02:15:00,4.843333333333333
2019/03/31 02:18:00,8.028866666666667
2019/03/31 02:21:00,4.959433333333333
2019/03/31 02:24:00,8.0689
2019/03/31 02:27:00,4.9039
2019/03/31 02:30:00,5.084966666666666
2019/03/31 02:33:00,7.591666666666666
2019/03/31 02:36:00,4.7500333333333336
2019/03/31 02:39:00,5.2172
2019/03/31 02:42:00,8.1011
2019/03/31 02:45:00,4.694466666666666
2019/03/31 02:48:00,7.7672333333333325
2019/03/31 02:51:00,4.670533333333333
2019/03/31 02:54:00,5.005
2019/03/31 02:57:00,4.569966666666667
2019/03/31 03:00:00,5.0122333333333335
2019/03/31 03:03:00,2.7417
2019/03/31 03:06:00,5.777233333333332
2019/03/31 03:09:00,4.573333333333333
2019/03/31 03:12:00,4.522766666666667
2019/03/31 03:15:00,7.9389
2019/03/31 03:18:00,4.3339
2019/03/31 03:21:00,4.704999999999999
2019/03/31 03:24:00,7.4511
2019/03/31 03:27:00,4.513366666666666
2019/03/31 03:30:00,7.359999999999999
2019/03/31 03:33:00,3.9922333333333335
2019/03/31 03:36:00,5.421666666666667
2019/03/31 03:39:00,7.022200000000001
2019/03/31 03:42:00,4.7983
2019/03/31 03:45:00,7.759433333333334
2019/03/31 03:48:00,4.650566666666666
2019/03/31 03:51:00,4.530833333333334
2019/03/31 03:54:00,7.583166666666666
2019/03/31 03:57:00,4.3194333333333335
2019/03/31 04:00:00,6.840566666666667
2019/03/31 04:03:00,4.830000000000001
2019/03/31 04:06:00,4.9816666666666665
2019/03/31 04:09:00,4.751666666666666
2019/03/31 04:12:00,7.840566666666667
2019/03/31 04:15:00,5.071666666666666
2019/03/31 04:18:00,4.672233333333334
2019/03/31 04:21:00,7.648333333333333
2019/03/31 04:24:00,4.4639
2019/03/31 04:27:00,7.435533333333335
2019/03/31 04:30:00,4.641666666666667
2019/03/31 04:33:00,5.038866666666666
2019/03/31 04:36:00,7.621100000000001
2019/03/31 04:39:00,4.246099999999999
2019/03/31 04:42:00,6.738333333333334
2019/03/31 04:45:00,5.126666666666666
2019/03/31 04:48:00,4.5944666666666665
2019/03/31 04:51:00,4.9611
2019/03/31 04:54:00,6.329433333333334
2019/03/31 04:57:00,4.536133333333333
2019/03/31 05:00:00,7.787766666666667
2019/03/31 05:03:00,4.6049999999999995
2019/03/31 05:06:00,4.355033333333334
2019/03/31 05:09:00,4.906666666666667
2019/03/31 05:12:00,7.859433333333333
2019/03/31 05:15:00,4.665566666666667
2019/03/31 05:18:00,7.706133333333334
2019/03/31 05:21:00,4.637166666666666
2019/03/31 05:24:00,4.4089
2019/03/31 05:27:00,7.285033333333334
2019/03/31 05:30:00,4.3511
2019/03/31 05:33:00,5.994433333333333
2019/03/31 05:36:00,5.386133333333333
2019/03/31 05:39:00,4.862233333333333
2019/03/31 05:42:00,7.878900000000001
2019/03/31 05:45:00,4.425566666666666
2019/03/31 05:48:00,5.5959666666666665
2019/03/31 05:51:00,6.2589
2019/03/31 05:54:00,3.9661000000000004
2019/03/31 05:57:00,7.657766666666667
2019/03/31 06:00:00,4.681633333333333
2019/03/31 06:03:00,4.291666666666667
2019/03/31 06:06:00,4.629466666666667
2019/03/31 06:09:00,5.415033333333334
2019/03/31 06:12:00,7.451666666666667
2019/03/31 06:15:00,4.305000000000001
2019/03/31 06:18:00,7.748333333333334
2019/03/31 06:21:00,4.578366666666667
2019/03/31 06:24:00,4.710833333333333
2019/03/31 06:27:00,7.860033333333334
2019/03/31 06:30:00,4.616666666666667
2019/03/31 06:33:00,6.234466666666667
